NO,NOx,CO,NO2,O3,PM10,PM2.5,SO2,Class
2.4,27,0.59,25,29,27,19,2.3,0
4,35,0.72,31,16,27,18,2.9,0
4.4,31,0.62,26,14,26,12,3.8,0
6.6,36,0.69,30,9.8,23,9,3.3,0
4.7,26,0.51,21,10,23,8,2.7,0
3.8,23,0.37,19,7.6,23,3,3.9,0
4.3,22,0.27,18,6.1,21,4,5.5,0
3.5,16,0.21,13,7.3,20,6,3,0
2.2,13,0.19,10,6.8,18,0,2.7,0
2,10,0.17,8.2,7.3,17,0,2.6,0
3.1,11,0.2,7.9,7.4,16,0,2.2,0
4.9,13,0.26,7.9,8.6,15,3,2.2,0
7.3,16,0.34,8.4,10,17,2,2.2,0
7.6,16,0.3,8.7,14,18,0,2,0
5.7,13,0.24,7.2,17,18,2,1.9,0
6,15,0.27,8.6,19,18,6,1.9,0
5.4,14,0.27,8.1,21,22,4,1.9,0
5.4,14,0.27,8.3,20,21,1,1.8,0
5.1,13,0.25,8.1,20,20,2,1.8,0
5.5,14,0.26,8.9,19,18,4,1.8,0
6.4,16,0.29,9.4,17,21,4,1.8,0
5.7,15,0.29,9,18,24,6,1.8,0
5.9,16,0.35,11,15,18,7,1.9,0
4.8,16,0.36,11,13,16,4,1.8,0
5.7,20,0.44,14,11,20,3,1.9,0
5.9,21,0.48,15,9.3,18,3,2,0
5.3,20,0.43,15,9.5,12,3,1.8,0
4.5,18,0.39,13,10,9,0,2,0
2.9,12,0.26,9,15,10,0,2,0
2.3,9.4,0.22,7.1,16,13,1,1.4,0
1.8,8.4,0.2,6.6,16,12,0,2.2,0
1.6,6.4,0.15,4.8,17,16,4,1.9,0
1.1,5.5,0.14,4.4,19,13,3,2.1,0
0.9,5,0.12,4.1,19,11,0,2.2,0
1.6,6.5,0.15,4.9,18,11,0,2.1,0
3.4,11,0.21,7.8,17,15,0,2,0
6.9,18,0.4,11,16,13,4,2.3,0
8.3,21,0.5,13,16,12,2,2.4,0
11,26,0.42,15,18,22,4,2.6,0
8.8,22,0.35,13,22,29,8,2.4,0
8.3,21,0.34,13,25,29,7,2.2,0
5.2,15,0.28,9.9,27,27,3,2.2,0
5.1,17,0.29,12,30,27,4,2.3,0
5.2,17,0.3,12,32,28,8,2.2,0
3.1,20,0.43,17,30,28,6,2.2,0
2,20,0.35,18,32,33,6,2.6,0
2.3,38,0.67,35,29,45,18,4.1,0
1.8,31,0.68,29,30,50,23,4.2,0
2.3,32,0.81,30,23,49,19,4.8,0
4.5,37,0.89,33,8.3,42,20,5.4,0
3.5,20,0.5,16,8,29,16,2.6,0
6.5,23,0.56,17,6.1,21,7,2.6,0
2.7,22,0.51,19,5.9,26,4,3.1,0
3.4,26,0.45,23,3.3,37,9,4.9,0
2.9,19,0.32,16,11,39,13,3.5,0
1.1,13,0.32,12,14,39,16,2.9,0
6,26,0.33,20,6,45,16,4.4,0
8.3,30,0.38,22,1.9,46,15,7.4,0
14,33,0.4,19,2.1,44,15,7.1,0
16,32,0.41,17,5.3,44,15,8,0
7.6,22,0.46,15,15,42,17,5.9,0
5.9,22,0.63,17,31,39,16,4.1,0
3.9,22,0.67,18,53,43,17,3.9,1
3,20,0.64,17,75,45,17,3.2,1
4.6,17,0.32,13,33,33,2,1.7,0
6.6,21,0.33,14,30,35,3,1.8,0
6.4,20,0.31,14,28,34,10,1.8,0
5.6,17,0.28,12,23,27,11,1.8,0
5.5,21,0.44,15,18,26,4,1.6,0
6.5,28,0.66,21,12,29,4,1.8,0
5.7,25,0.6,20,12,29,4,1.8,0
5.5,24,0.49,18,12,22,7,1.7,0
5.1,22,0.46,17,13,16,4,1.7,0
4.2,21,0.44,17,13,20,4,1.7,0
2.6,15,0.32,13,17,17,4,1.6,0
2.2,10,0.2,8.3,22,17,2,2.2,0
1.9,7.5,0.14,5.6,24,17,1,1.5,0
1.8,6.2,0.12,4.4,25,13,1,1.7,0
1.2,6.6,0.15,5.3,23,16,3,1.7,0
1.4,7.4,0.15,6,22,16,4,2,0
1.8,8.2,0.18,6.5,23,12,4,1.7,0
2.6,12,0.24,9.3,22,12,4,2.4,0
6.7,21,0.46,15,22,13,6,2.3,0
8.1,24,0.52,16,26,15,3,2.1,0
7.2,21,0.36,14,28,23,0,2.1,0
5.8,18,0.29,13,32,31,1,2,0
5.7,18,0.31,13,29,31,4,1.9,0
4.4,16,0.29,11,30,28,4,1.9,0
5.3,17,0.29,12,29,22,6,1.9,0
4.7,15,0.24,10,26,23,4,1.9,0
6.4,19,0.3,12,22,24,4,1.9,0
6.4,20,0.36,14,20,27,7,2.1,0
6.2,23,0.51,17,16,27,8,2.1,0
5.4,22,0.5,17,16,27,6,1.9,0
5.4,21,0.44,16,14,31,4,1.9,0
4.4,17,0.33,13,15,24,0,1.8,0
4.1,17,0.33,13,16,17,0,1.8,0
4.4,16,0.28,12,14,16,2,1.7,0
3.2,12,0.2,8.3,13,17,0,1.6,0
2.5,8.9,0.15,6.4,13,18,0,1.6,0
1.6,6,0.12,4.4,17,13,1,1.6,0
1.9,5.4,0.1,3.5,18,9,1,1.5,0
1.5,8.1,0.1,6.6,14,10,0,1.5,0
0.7,6.5,0.1,5.8,13,10,0,1.5,0
1.8,8.8,0.15,7,9.9,10,1,1.6,0
6,17,0.28,11,7.9,13,4,2,0
6.1,20,0.38,14,8.3,15,6,2.2,0
12,30,0.8,19,7.8,11,4,2,0
16,37,0.76,21,7,17,4,2.3,0
13,30,0.44,17,9.7,18,8,2.2,0
10,24,0.32,14,12,28,8,5.5,0
5.7,15,0.25,9.8,17,38,9,3.3,0
5.4,15,0.28,10,15,29,4,1.7,0
7.7,19,0.3,11,14,28,1,1.8,0
5.6,15,0.28,9.3,15,31,4,1.9,0
7.5,19,0.32,12,12,31,8,1.8,0
10,27,0.56,17,8.2,27,5,1.9,0
8.6,26,0.64,17,6,29,8,2,0
9.9,27,0.57,17,5,32,10,2,0
6.5,22,0.42,15,6.5,33,10,2,0
4.5,20,0.43,16,6.3,37,9,2.1,0
2.3,13,0.32,11,11,37,6,1.8,0
1.6,10,0.22,8.7,11,28,3,1.8,0
1.4,8.5,0.16,7,13,22,2,1.4,0
1.5,8.2,0.14,6.7,13,20,0,1.5,0
1.2,5.7,0.09,4.5,15,21,0,1.7,0
0.7,5.9,0.09,5.2,17,26,0,1.6,0
1.6,6.6,0.08,5,17,29,1,1.6,0
1.3,7,0.1,5.7,16,26,3,1.6,0
1.5,7.2,0.11,5.8,17,21,3,1.7,0
2.1,8.3,0.14,6.2,18,31,4,1.7,0
2.2,7.5,0.15,5.3,18,42,6,1.7,0
2.1,7.9,0.15,5.8,19,42,6,1.7,0
2.5,8.2,0.14,5.7,23,37,5,1.7,0
2.1,7.6,0.14,5.5,23,37,4,1.7,0
2.2,7.8,0.14,5.6,24,26,3,1.6,0
1.8,7.9,0.14,6.1,26,13,1,1.6,0
1.8,7.1,0.13,5.3,29,21,2,1.6,0
1.8,7.7,0.14,6,30,27,4,1.5,0
1.5,8.5,0.15,7,28,22,4,1.7,0
1.9,9.9,0.2,8,27,20,1,1.8,0
2.3,12,0.19,9.5,24,17,0,2.5,0
1.7,12,0.19,11,22,15,0,2.1,0
1.5,11,0.16,9.6,22,12,0,1.9,0
1.3,8.6,0.15,7.3,25,12,0,1.7,0
2,8.4,0.16,6.5,27,9,0,1.9,0
1.7,7.9,0.15,6.2,28,13,0,1.9,0
1.6,7.4,0.15,5.9,31,24,2,2.2,0
1.4,7.3,0.16,5.9,38,31,4,2.7,0
1.5,6.7,0.15,5.2,40,33,5,2.6,0
0.4,6.6,0.14,6.2,40,33,8,2.6,0
0.9,6.6,0.13,5.7,38,37,7,2.7,0
0.6,7.3,0.14,6.7,34,34,8,2.7,0
0.8,8.7,0.17,8,28,34,13,3.1,0
1.2,11,0.23,10,25,38,11,4.1,0
2,11,0.23,9.5,28,35,8,4.1,0
2.3,12,0.24,9.4,33,32,8,3.7,0
1.8,12,0.26,10,40,37,13,3.1,0
1.5,13,0.27,11,41,42,14,3,0
1.3,13,0.28,11,44,43,14,3.3,0
1.7,13,0.28,11,43,42,17,3.2,0
1.8,15,0.29,13,41,44,19,3.2,0
1.3,14,0.28,13,38,43,17,3.5,0
2,14,0.28,12,38,42,15,3.5,0
1,15,0.36,14,37,44,18,3.7,0
0.5,16,0.38,16,30,40,15,3.5,0
0.8,18,0.39,17,24,40,14,3.1,0
0.7,17,0.37,17,21,35,13,3.6,0
2.5,26,0.57,24,11,31,14,3.6,0
1.6,24,0.41,22,11,31,13,4,0
1.5,17,0.35,16,16,28,11,2.7,0
1.3,18,0.34,17,13,27,10,2.8,0
1.1,16,0.24,14,15,24,9,3.5,0
1.1,16,0.24,15,15,21,8,3.7,0
1.5,14,0.25,12,15,23,7,2.7,0
1.6,15,0.35,13,13,23,7,2.2,0
6.6,25,0.49,19,3.3,26,6,3.4,0
6.4,23,0.38,16,11,26,8,4,0
5.6,20,0.37,14,18,21,8,3.4,0
3.5,15,0.33,12,28,24,8,2.9,0
2,11,0.31,9.3,41,32,8,2.3,0
2,12,0.32,11,43,35,9,2.2,0
2.1,13,0.32,11,46,34,10,2.6,0
2.1,13,0.33,11,58,33,15,3.1,1
1.8,12,0.34,11,67,35,19,3.2,1
2.2,13,0.35,10,67,39,17,3.2,1
2,13,0.34,11,63,39,15,3.2,1
2,13,0.34,11,54,37,17,3.2,1
2.1,19,0.51,16,42,33,18,2.4,0
6.7,42,0.96,36,18,31,16,2.2,0
6,41,1,35,12,29,14,2.3,0
4.7,37,1,32,8.4,27,12,2.3,0
5.1,31,0.79,26,12,27,10,2.3,0
4.2,30,0.81,26,10,27,8,2.2,0
4,29,0.76,25,8,24,10,2.2,0
2.8,22,0.59,20,12,27,10,2.3,0
1.6,17,0.45,15,14,28,10,2,0
2,21,0.48,19,8.2,24,9,2.1,0
2,21,0.46,19,5.7,24,7,2.4,0
2.4,22,0.41,20,4.1,35,15,4.6,0
3.7,23,0.39,19,4.6,45,19,4.1,0
3.8,18,0.37,14,13,45,20,3.9,0
3.7,16,0.41,12,21,43,20,4,0
4.2,18,0.45,13,29,42,15,4.3,0
6.4,26,0.52,19,29,45,18,5.7,0
3.8,20,0.45,16,47,49,23,4.4,0
2.2,15,0.38,13,58,42,20,4,1
2.3,14,0.34,11,53,33,13,3.1,1
2.5,15,0.27,12,48,29,11,2.6,0
2.1,13,0.3,11,50,32,13,2.1,0
1.7,13,0.3,11,50,35,20,2.1,0
2.1,19,0.51,16,42,39,25,2.8,0
4.5,41,0.85,37,23,42,25,9.3,0
5.9,45,0.8,39,14,42,23,15,0
5.3,41,0.82,36,13,40,22,6.5,0
5.1,39,0.86,34,11,35,21,3.8,0
3.2,33,0.77,30,14,28,16,2.7,0
1.8,30,0.65,28,13,29,16,2.6,0
2.4,25,0.43,22,12,34,15,2.2,0
1.8,26,0.36,24,5.1,39,18,4,0
0.6,18,0.3,17,12,44,20,3,0
0.9,16,0.27,15,17,50,24,3.3,0
1.5,18,0.32,17,13,55,26,3.9,1
5.2,28,0.32,22,8,48,21,5.6,0
15,41,0.39,26,5.5,43,19,6.5,0
12,38,0.63,26,13,43,20,4.5,0
9,35,0.68,26,25,45,25,4.9,0
5.1,28,0.53,23,49,53,30,4.8,1
2.8,19,0.42,16,72,54,28,3.7,1
2.3,17,0.36,15,77,53,27,2.9,1
1.9,15,0.32,13,66,49,28,3.3,1
2.9,14,0.28,11,55,44,25,3.2,1
2.3,12,0.27,9.8,53,40,21,1.9,1
2.6,15,0.31,13,51,40,20,2.2,1
5.7,32,0.48,26,36,42,19,6.8,0
10,50,0.65,40,19,40,16,21,0
6.6,43,0.81,37,19,38,15,5.3,0
5.8,39,0.79,34,18,45,20,2.6,0
4.3,32,0.64,27,20,43,20,1.9,0
3.5,28,0.61,24,19,32,16,1.8,0
4.6,33,0.74,28,13,34,13,2.4,0
2.1,22,0.52,20,16,37,11,1.8,0
2,16,0.36,14,24,37,15,1.7,0
2,19,0.41,17,14,38,18,2,0
1.3,13,0.3,12,16,42,18,1.8,0
0.2,13,0.28,13,17,46,18,2.3,0
8.1,40,0.44,31,1.5,48,20,7.7,0
5.2,34,0.46,29,2.3,48,25,5.8,0
13,42,0.62,29,4.4,51,29,7,1
6.6,34,0.6,27,17,55,31,7.4,1
5.6,33,0.74,27,30,61,36,8,1
3.3,29,0.59,25,46,65,37,9.2,1
2,24,0.48,22,60,61,33,6,1
1.3,22,0.37,20,67,62,31,4.8,1
1.3,16,0.31,15,61,56,24,3.6,1
0.8,12,0.25,11,60,46,20,2.6,1
0.9,13,0.25,12,62,44,21,2.8,1
1.6,15,0.29,13,50,42,20,2.7,0
1.7,16,0.31,15,47,39,18,2.7,0
5.2,46,0.75,41,25,48,19,12,0
1.6,30,0.76,28,39,55,22,2.8,1
4.6,47,1.06,42,18,51,25,4.7,1
3.7,40,0.85,36,19,50,23,3.4,0
3.8,39,0.83,35,19,48,19,2.7,0
2.1,34,0.78,32,21,48,21,2.7,0
0.7,23,0.54,22,30,42,20,2.2,0
0.3,15,0.35,15,37,39,17,1.4,0
0.7,21,0.41,20,23,44,20,3,0
5.6,35,0.4,29,10,50,24,6.5,0
2.7,26,0.33,23,13,51,25,5.2,1
2.9,26,0.37,23,10,46,22,5.4,0
2.3,23,0.44,20,14,51,25,4.7,1
5.8,32,0.65,27,11,65,31,5.4,1
9.8,41,0.8,31,16,76,34,6.6,1
7.2,35,0.75,28,36,72,40,6.8,1
3,25,0.63,22,71,67,40,6.7,1
2.8,26,0.74,24,105,68,41,6.2,2
2,29,0.88,27,131,77,45,4.9,2
2.4,27,0.69,24,122,79,46,4.7,2
2.4,18,0.39,16,85,65,36,4.8,1
2.3,18,0.39,16,84,61,29,5.5,1
3.3,26,0.46,22,60,61,29,8.3,1
3.8,31,0.51,27,50,51,25,7.2,1
3.9,34,0.68,31,40,45,25,5.7,0
4.3,35,0.81,31,26,48,24,2.7,0
4.7,34,0.83,29,21,45,23,2.1,0
3.8,30,0.7,26,21,42,21,1.9,0
2.5,25,0.64,22,25,39,18,1.8,0
2.8,25,0.64,22,23,35,18,2,0
1.7,20,0.48,18,26,38,18,2.5,0
5.4,35,0.48,30,14,48,23,5.5,0
1.8,27,0.41,25,18,61,31,5.3,1
1.2,21,0.37,20,23,62,35,4.8,1
1.9,15,0.34,13,24,57,29,3.7,1
2.4,23,0.37,20,16,57,26,5.3,1
3,25,0.39,22,12,61,30,5,1
5.4,26,0.47,21,15,62,29,4.2,1
8.9,30,0.68,21,18,60,31,3.1,1
5.4,28,0.63,22,34,62,36,4.8,1
4.2,24,0.54,20,58,76,40,5.1,1
3,22,0.52,19,79,82,44,5.6,1
2.2,23,0.57,21,106,90,48,4.8,2
2.5,24,0.64,22,117,92,48,5.7,2
2.6,26,0.53,24,100,77,46,13,1
4.2,31,0.45,26,70,68,43,18,1
5.1,28,0.4,23,49,60,35,12,1
4.8,26,0.42,22,40,50,25,6.5,0
5.4,32,0.62,26,27,49,24,4.5,0
5.3,34,0.76,28,25,45,27,2.7,0
4.1,31,0.72,27,27,43,31,2.6,0
4.1,32,0.72,28,22,45,27,2.6,0
6.1,38,0.77,32,17,44,24,2.7,0
4.1,34,0.78,30,18,44,25,2.5,0
4.6,33,0.74,29,13,45,21,2.4,0
2.4,19,0.44,17,23,43,15,2.4,0
2.9,22,0.41,19,17,43,20,4.3,0
6.5,40,0.53,33,2.4,51,27,7,1
-0.2,26,0.48,26,5.6,57,28,5.4,1
3.2,29,0.52,26,3.5,57,30,5.6,1
6.2,34,0.61,28,2.1,57,32,4.6,1
12,39,0.67,27,6.1,54,32,3.5,1
8.8,35,0.75,26,16,50,29,3.5,0
3.6,25,0.65,21,36,51,31,4,1
1.1,18,0.52,17,64,56,34,4.5,1
0.2,12,0.41,12,84,57,33,3.6,1
-0.1,15,0.5,15,96,57,33,3.7,1
-0.2,15,0.49,15,96,66,36,4.9,1
0.4,14,0.41,13,89,65,36,6.7,1
-0.2,11,0.33,11,79,57,31,6.7,1
1.2,19,0.44,18,48,48,23,2.8,0
2.9,21,0.44,18,34,38,18,2.2,0
2.7,21,0.51,19,27,37,20,2.1,0
2.2,24,0.61,22,19,37,19,2.1,0
2.9,23,0.53,20,15,34,15,2.1,0
2.3,21,0.5,18,13,33,12,2.2,0
2.2,20,0.51,18,14,28,10,2.1,0
1.9,19,0.5,17,15,21,9,2,0
2.4,22,0.54,19,12,22,7,2.2,0
0.1,12,0.36,12,18,24,8,2.2,0
-0.2,21,0.45,21,16,38,16,5,0
4.8,35,0.47,30,6.9,53,22,7.8,1
1.7,21,0.42,19,19,55,24,5,1
1.7,17,0.38,16,22,55,27,4.4,1
1.7,13,0.3,11,18,39,21,2.5,0
3.3,18,0.3,14,14,31,14,2.4,0
4.1,20,0.29,15,21,39,15,3.3,0
4.5,20,0.25,16,38,51,24,4.2,1
3.1,17,0.17,14,46,54,25,4.6,1
2.8,14,0.14,12,62,46,23,5,1
2.4,15,0.12,13,64,45,22,4.1,1
2.2,14,0.08,12,52,45,21,3.8,1
2.2,14,0.04,12,46,44,21,3.7,0
2.5,15,0.01,13,42,40,18,3.8,0
2.4,17,0.04,14,38,39,14,4.4,0
2.3,20,0.12,18,26,42,16,3.1,0
2.2,17,0.07,15,24,35,19,2.6,0
1.8,18,0.07,16,21,24,14,2.7,0
2.2,19,0.06,16,23,22,7,2.7,0
2.5,24,0.14,22,15,20,5,3,0
2.7,21,0.1,18,14,13,5,3.5,0
3.4,25,0.06,21,5.6,11,2,4.7,0
2.4,17,-0.03,14,11,15,3,4.8,0
1.9,15,-0.05,13,10,15,4,3,0
2.3,20,0.02,17,5.7,12,1,3.3,0
2.9,21,0.05,18,4.5,13,3,2.9,0
2.1,20,0.07,18,3.4,15,4,2.8,0
2.8,18,0.1,15,3.7,17,6,2.7,0
2.8,16,0.1,13,6.8,18,6,2.5,0
9.1,27,0.28,17,7.2,22,7,3.8,0
12,32,0.5,19,9.8,29,8,7.4,0
13,33,0.48,20,16,27,9,14,0
9.1,28,0.29,19,24,22,10,11,0
7.5,26,0.2,19,26,26,9,9.6,0
12,35,0.15,22,20,27,10,22,0
7.7,29,0.19,21,28,27,8,13,0
7.4,28,0.17,21,26,28,6,7.9,0
6.1,24,0.11,18,20,22,8,6.2,0
11,37,0.28,26,14,23,7,4.5,0
11,38,0.42,28,13,23,7,3.1,0
11,40,0.55,30,13,26,8,3.5,0
11,41,0.78,30,6.7,27,8,3.1,0
10,39,0.68,29,4.2,22,9,3.1,0
16,44,0.8,28,1.9,26,10,3.3,0
16,38,0.59,22,0.8,31,6,3.3,0
11,28,0.41,17,1.9,27,4,3.2,0
9.4,24,0.28,14,2,23,4,2.9,0
5.4,17,0.08,12,3.4,24,4,3,0
2.6,12,0,9.1,5.1,23,5,2.4,0
3.6,15,-0.02,11,2.8,20,4,2.4,0
0.7,8.4,-0.06,7.7,5.7,20,3,2.1,0
1.8,11,0.04,8.9,4.5,26,3,2.1,0
2.6,13,0.06,10,4.2,24,3,2.6,0
10,22,0.18,12,4.2,21,4,2.1,0
15,32,0.51,17,5.4,23,5,3.4,0
17,40,0.8,23,9.6,28,8,2.6,0
9.1,34,0.6,24,28,28,10,3.7,0
1.4,14,0.39,13,73,23,9,4.5,1
1.1,15,0.32,14,88,27,15,4.9,1
0.8,16,0.41,15,102,37,21,5,2
1,17,0.37,16,92,43,17,4.1,1
0.9,18,0.34,17,70,51,15,4.2,1
7.2,40,0.46,33,27,45,15,17,0
13,54,0.57,41,9.3,28,15,32,0
11,54,0.89,43,8.4,29,17,18,0
4.6,37,0.72,32,14,31,13,9.1,0
2.5,31,0.66,28,19,29,13,4.3,0
4,33,0.73,29,14,32,15,3.1,0
3.6,26,0.62,22,10,32,12,2.8,0
5.2,27,0.64,22,6.7,31,11,2.6,0
5.4,31,0.52,26,2.1,39,15,4.1,0
13,38,0.42,25,1,43,18,4.9,0
3.6,25,0.41,22,1.7,35,19,3.8,0
7.3,26,0.37,19,1.6,33,16,2.8,0
2.3,18,0.31,16,2.9,34,13,3.7,0
11,27,0.39,16,1.5,37,13,2.6,0
17,36,0.55,18,2.9,40,15,4.4,0
16,39,0.74,23,6.6,40,16,3.7,0
6.2,31,0.9,25,20,35,17,3.2,0
4.2,35,0.76,31,42,43,22,13,0
1.9,31,0.71,29,67,51,26,13,1
0.9,22,0.62,21,103,54,27,11,2
0.2,18,0.58,18,132,60,32,7.9,2
-0.1,11,0.28,11,63,49,25,3.6,1
0.7,11,0.25,11,54,38,13,3.9,1
0.7,14,0.3,13,52,42,15,3.1,1
1.3,22,0.48,21,42,40,16,2,0
1.3,25,0.61,24,43,34,16,2.6,0
0.3,24,0.59,24,34,38,21,4.1,0
2.7,33,0.8,31,17,46,22,3.6,0
5.4,44,1.09,39,13,49,23,4.4,0
1.9,31,0.77,29,18,54,23,4.1,1
0.4,23,0.62,22,22,54,19,3.5,1
0.2,11,0.23,11,16,33,12,2.9,0
-0.3,13,0.23,13,11,18,7,2.7,0
0.3,13,0.24,13,11,21,5,3.2,0
0.5,16,0.34,15,11,24,9,2.6,0
2.1,12,0.27,10,18,34,10,2.4,0
1.9,13,0.28,11,16,37,14,2.7,0
2,16,0.31,14,16,39,18,3.5,0
5.5,22,0.42,17,14,45,19,3.7,0
10,31,0.67,21,18,45,22,3.9,0
5.1,25,0.74,20,39,45,24,3.1,0
3.1,17,0.48,14,59,39,20,2.8,1
1.7,13,0.34,11,68,35,22,4,1
2,18,0.36,16,77,42,25,4.6,1
2.2,27,0.5,25,63,48,21,4.6,1
2,27,0.5,25,57,40,19,2.6,1
2.8,36,0.57,33,32,28,15,2.3,0
4.2,42,0.67,38,21,24,11,2.4,0
5.6,45,0.72,40,25,34,17,3.4,0
6.6,51,1.04,44,20,38,20,2.5,0
5.4,56,1.4,51,11,38,22,3,1
21,58,1.42,38,2.6,43,22,3.1,0
11,38,0.94,27,4.4,37,15,2.9,0
13,39,0.92,26,3.3,32,13,3.1,0
23,48,1.13,26,1,39,14,4.4,0
19,43,0.71,25,0.6,44,11,5.8,0
7.2,26,0.57,18,6,40,11,2.7,0
12,29,0.57,17,4.1,39,15,3.9,0
22,43,0.62,20,0.6,44,15,5.6,0
18,38,0.57,20,0.5,43,15,4.9,0
19,39,0.58,19,0.6,42,14,4.9,0
21,39,0.61,19,1,40,17,4.5,0
25,46,0.69,21,3,48,22,6.1,0
17,43,0.84,26,11,51,21,3.9,1
8.8,31,0.74,22,24,44,18,4,0
6.3,32,0.72,26,44,44,20,6.8,0
4.2,32,0.66,28,62,43,23,5.5,1
2.4,24,0.55,22,91,43,21,4.8,1
2.2,23,0.44,21,95,50,23,5.1,1
2.4,20,0.32,17,76,56,23,4.1,1
2,21,0.38,19,70,61,18,3.8,1
3.9,34,0.53,30,50,57,15,2.6,1
3.1,31,0.51,28,45,42,15,2.8,0
2.6,40,0.7,37,37,37,21,6.3,0
2.6,49,1.1,46,25,40,26,4.6,0
2.7,51,1.13,49,14,50,29,5.7,0
4.6,55,1.01,50,6,57,30,6.9,1
4.6,43,0.7,38,7.3,54,27,5.6,1
5.1,42,0.83,37,6.4,49,27,4.3,0
4.3,33,0.71,28,12,45,26,3.3,0
2.1,22,0.49,20,15,48,24,3.2,0
5.3,28,0.52,23,7.1,46,24,5.8,0
4.8,30,0.45,25,1.5,43,26,5.9,0
4.7,30,0.48,25,0.9,46,24,5.9,0
11,33,0.44,22,0.7,48,22,7.6,0
11,28,0.39,17,1.4,45,25,5.9,0
18,33,0.44,15,3.2,43,23,6.2,0
5.1,18,0.37,13,16,39,19,3.5,0
4.3,19,0.44,15,27,40,17,3.4,0
3.9,20,0.36,16,33,39,13,3.7,0
2.2,18,0.28,16,46,34,15,3.4,0
1.5,17,0.27,16,59,33,15,3.1,1
1.5,16,0.25,14,71,32,16,3.1,1
0.9,15,0.28,14,76,39,19,3.6,1
0.7,13,0.25,13,63,46,18,3.5,1
0.8,13,0.24,12,54,48,20,3.3,1
2.2,27,0.46,25,51,51,23,7,1
1.5,33,0.72,32,50,55,26,4.8,1
2.3,39,0.86,36,28,48,27,4.2,0
0.8,28,0.59,28,22,45,26,5.7,0
1.9,21,0.4,19,8.4,44,22,4.2,0
1.9,23,0.42,22,7.9,42,16,5.5,0
2.2,21,0.37,18,8.1,44,16,6.1,0
3.4,24,0.34,20,4.4,45,19,4.8,0
3.2,22,0.32,19,2.1,43,18,4.7,0
2.2,20,0.28,17,3.2,44,15,4.8,0
1.6,17,0.27,15,3.9,44,16,4.5,0
1.1,14,0.26,13,2.9,38,18,4.8,0
2.4,16,0.29,14,2.1,39,16,4.8,0
1.8,13,0.31,11,4.8,44,16,3.6,0
3.6,14,0.35,11,8.1,42,20,3.5,0
5.5,17,0.33,11,13,38,21,4.6,0
3.2,13,0.29,10,22,37,20,3.8,0
2,13,0.29,11,31,37,16,3.2,0
0.8,11,0.25,10,40,34,15,2.9,0
0.8,11,0.24,9.8,48,34,12,3,0
0.7,10,0.24,9.7,52,34,12,3.3,1
0.5,8.5,0.21,8,47,34,14,3,0
0.2,8.4,0.19,8.2,42,31,10,3,0
0.7,9.6,0.2,8.9,39,26,9,3.1,0
0.8,15,0.3,14,28,24,12,2.9,0
1.1,16,0.34,15,25,29,12,3.8,0
0.5,15,0.33,15,28,33,13,3.2,0
2,30,0.68,28,11,34,12,2.9,0
4.1,34,0.72,30,5.4,35,11,3.9,0
6.9,36,0.57,29,2.8,34,13,5.6,0
5.7,30,0.5,25,3,33,15,5.1,0
12,36,0.44,24,1.6,34,14,6.3,0
5.9,29,0.41,23,1.2,35,10,5.2,0
0.8,19,0.34,18,3.5,38,12,3,0
2.3,19,0.26,17,3,39,15,3.9,0
2.9,17,0.23,14,3.1,35,10,4,0
7.9,25,0.27,17,1.1,34,10,5.3,0
5.4,22,0.29,16,3.6,35,13,3.9,0
10,26,0.4,16,6.2,33,15,3.2,0
8.2,23,0.45,15,13,32,15,3,0
5.7,20,0.36,14,20,29,12,3.3,0
4.2,18,0.32,14,28,28,15,3,0
2.8,37,0.79,34,18,37,18,2.5,0
4.8,48,1.15,43,6.4,31,18,2.4,0
12,55,1.12,43,1.1,34,19,4.2,0
17,57,1.22,40,0.9,39,18,3.8,0
14,43,0.99,29,2.4,33,13,2.8,0
18,46,0.81,28,0.8,29,12,5.1,0
18,46,0.54,28,0.6,34,14,8.3,0
13,38,0.39,25,0.7,33,11,7.2,0
4.9,23,0.31,18,6.5,29,11,7.3,0
6.6,28,0.35,21,1.7,31,11,6.8,0
15,35,0.37,21,1.4,34,12,5.6,0
16,37,0.39,21,0.8,37,11,9.6,0
18,38,0.43,20,1,35,10,8.4,0
42,65,0.48,23,2.3,34,13,13,0
33,64,0.72,31,6.5,40,16,10,0
14,46,0.74,31,20,43,17,7.4,0
11,38,0.45,27,27,39,15,6.2,0
6.7,28,0.32,21,46,33,12,3.7,0
2.5,18,0.23,15,70,23,9,2.9,1
3.3,24,0.34,21,44,38,11,3.7,0
4,33,0.35,29,27,33,13,2.1,0
5.4,42,0.7,37,24,31,15,3.2,0
3.9,51,0.84,47,22,39,18,4.3,0
7.9,52,0.8,44,11,40,18,5.2,0
1.8,21,0.34,19,17,33,15,2.6,0
5.2,37,0.58,31,3.7,22,9,4,0
11,43,0.81,33,2.9,24,10,3.7,0
15,46,0.75,31,0.8,26,10,5.7,0
25,56,0.62,31,0.8,31,7,7.7,0
25,54,0.66,29,0.6,35,7,8.4,0
15,37,0.35,22,0.5,35,9,8.7,0
19,39,0.35,20,0.5,37,7,6.5,0
14,33,0.42,19,0.6,34,5,5,0
20,38,0.47,18,0.6,32,7,6.7,0
27,47,0.46,20,0.9,37,9,9.6,0
33,55,0.62,22,1.5,40,11,8.8,0
52,83,1.03,31,3.1,45,16,11,0
